"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","ProcessName","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"backgroundTaskHost","3","201","2203425644544","12238848","2867200","10712","C:\WINDOWS\system32\backgroundTaskHost.exe","""C:\WINDOWS\system32\backgroundTaskHost.exe"" -ServerName:App.AppXxw3e32mpkfkfbh0tznpwwqfw96t0tfx6.mca",,"Microsoft Corporation","0","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Background Task Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6632","8",,"False","4/29/2025 12:14:14 PM",,"22108",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10712","10712","2867200","2867200","132408","132408","2912256","2912256","12238848","12238848","2203427352576","109129728","True","Normal","2867200","2867200","1048575","3",,"System.Diagnostics.ProcessThreadCollection","201","2203425644544","107421696","False",,,,"12238848","12238848",,"System.Diagnostics.ProcessModule (backgroundTaskHost.exe)","00:00:00","00:00:00","00:00:00","backgroundTaskHost","0","","True",,
"backgroundTaskHost","3","325","2480997470208","2879488","18014208","29752","C:\WINDOWS\system32\backgroundTaskHost.exe","""C:\WINDOWS\system32\backgroundTaskHost.exe"" -ServerName:App.AppXfkd8mejksk4ancwf4vtyhmkvtzn1jcbs.mca",,"Microsoft Corporation","0.140625","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Background Task Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","9188","8",,"False","4/29/2025 9:12:32 AM",,"26372",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","29752","29752","18014208","18014208","475424","475424","18014208","18014208","43204608","43204608","2480997470208","-1493626880","True","Normal","18014208","18014208","1048575","3",,"System.Diagnostics.ProcessThreadCollection","325","2480997470208","-1493626880","False",,,,"2879488","2879488",,"System.Diagnostics.ProcessModule (backgroundTaskHost.exe)","00:00:00","00:00:00.1406250","00:00:00.1406250","backgroundTaskHost","0","","True",,
"backgroundTaskHost","3","271","2203510427648","23040000","5611520","16016","C:\WINDOWS\system32\backgroundTaskHost.exe","""C:\WINDOWS\system32\backgroundTaskHost.exe"" -ServerName:WebExperienceHost.AppXt2rk6m02ana976jna04hdq35jfnzy7f7.mca",,"Microsoft Corporation","0.03125","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Background Task Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","9380","8",,"False","4/29/2025 12:14:15 PM",,"27948",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","16016","16016","5611520","5611520","300072","300072","5611520","5611520","23040000","23040000","2203510427648","192204800","True","Normal","5611520","5611520","1048575","3",,"System.Diagnostics.ProcessThreadCollection","271","2203510427648","192204800","False",,,,"23040000","23040000",,"System.Diagnostics.ProcessModule (backgroundTaskHost.exe)","00:00:00.0156250","00:00:00.0312500","00:00:00.0156250","backgroundTaskHost","0","","True",,
"backgroundTaskHost","3","219","2203454881792","17092608","4710400","12096","C:\WINDOWS\system32\backgroundTaskHost.exe","""C:\WINDOWS\system32\backgroundTaskHost.exe"" -ServerName:Global.DesktopSpotlight.AppXz2j21w56bgxkgsjhtn7zkjsepq96erz2.mca",,"Microsoft Corporation","0","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Background Task Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8716","8",,"False","4/29/2025 12:14:15 PM",,"29280",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","12096","12096","4710400","4710400","185736","185736","4710400","4710400","17092608","17092608","2203459895296","141672448","True","Normal","4710400","4710400","1048575","3",,"System.Diagnostics.ProcessThreadCollection","219","2203454881792","136658944","False",,,,"17092608","17092608",,"System.Diagnostics.ProcessModule (backgroundTaskHost.exe)","00:00:00","00:00:00","00:00:00","backgroundTaskHost","0","","True",,
"BingSvc","3","672","291553280","59875328","35528704","39000","C:\Users\nhuyn\AppData\Local\Microsoft\BingSvc\BingSvc.exe","""C:\Users\nhuyn\AppData\Local\Microsoft\BingSvc\BingSvc.exe"" ","System.Diagnostics.Process (explorer)","Microsoft Corporation","1.140625","2.0.0.11","2.0.0.11","Microsoft Bing Service","Microsoft Bing Service","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8612","8",,"False","4/29/2025 9:10:12 AM",,"21420",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","39000","39000","35528704","35528704","445864","445864","100712448","100712448","123240448","123240448","326193152","326193152","True","Normal","35528704","35528704","1048575","3",,"System.Diagnostics.ProcessThreadCollection","672","291553280","291553280","False",,,,"59875328","59875328",,"System.Diagnostics.ProcessModule (BingSvc.exe)","00:00:00.3593750","00:00:01.1406250","00:00:00.7812500","BingSvc","0","","True",,
"chrome","3","552","2307023368192","33370112","17502208","24256","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=video_capture.mojom.VideoCaptureService --lang=en-US --service-sandbox-type=none --no-pre-read-main-dll --metrics-shmem-handle=8692,i,8542825039896945913,3866826859962793366,524288 --field-trial-handle=1968,i,8642313891881064630,15994192148552408508,262144 --variations-seed-version=20250428-180433.633000 --mojo-platform-channel-handle=4840 /prefetch:14","System.Diagnostics.Process (chrome)","Google LLC","0.203125","135.0.7049.115","135.0.7049.115","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8428","8",,"False","4/29/2025 9:25:03 AM",,"948",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","24256","24256","17502208","17502208","853904","853904","17969152","17969152","34770944","34770944","2307157598208","760160256","True","Normal","17502208","17502208","1048575","3",,"System.Diagnostics.ProcessThreadCollection","552","2307023368192","625930240","False",,,,"33370112","33370112",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:00.1250000","00:00:00.2031250","00:00:00.0781250","chrome","0","","True",,
"chrome","3","193","2307025088512","340938752","285114368","14816","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=passage_embeddings.mojom.PassageEmbeddingsService --lang=en-US --service-sandbox-type=on_device_model_execution --no-pre-read-main-dll --metrics-shmem-handle=9992,i,7486338129616200499,2099818977046829347,524288 --field-trial-handle=1968,i,8642313891881064630,15994192148552408508,262144 --variations-seed-version=20250428-180433.633000 --mojo-platform-channel-handle=18792 /prefetch:14","System.Diagnostics.Process (chrome)","Google LLC","0.5625","135.0.7049.115","135.0.7049.115","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4744","8",,"False","4/29/2025 12:14:19 PM",,"3212",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","14816","14816","285114368","285114368","973664","973664","285114368","285114368","340938752","340938752","2307025883136","628445184","True","Normal","285114368","285114368","1048575","3",,"System.Diagnostics.ProcessThreadCollection","193","2307025088512","627650560","False",,,,"340938752","340938752",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:00.0625000","00:00:00.5625000","00:00:00.5000000","chrome","0","","True",,
"chrome","3","296","3764318113792","78778368","94208000","25960","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --extension-process --enable-dinosaur-easter-egg-alt-images --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=10 --time-ticks-at-unix-epoch=-1745695629136688 --launch-time-ticks=236688584461 --metrics-shmem-handle=4492,i,3533313000269396907,4147823748773740242,2097152 --field-trial-handle=1968,i,8642313891881064630,15994192148552408508,262144 --variations-seed-version=20250428-180433.633000 --mojo-platform-channel-handle=4980 /prefetch:9","System.Diagnostics.Process (chrome)","Google LLC","45.734375","135.0.7049.115","135.0.7049.115","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7632","4",,"False","4/29/2025 9:11:57 AM",,"4792",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","25960","25960","94208000","94208000","675440","675440","108994560","108994560","136630272","136630272","3764328599552","1937248256","True","Idle","94208000","94208000","1048575","3",,"System.Diagnostics.ProcessThreadCollection","296","3764318113792","1926762496","False",,,,"78778368","78778368",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:05.2968750","00:00:45.7343750","00:00:40.4375000","chrome","0","","True",,
"chrome","3","438","2307118829568","78610432","48013312","35832","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --no-pre-read-main-dll --metrics-shmem-handle=2244,i,7033973405884850449,13063896712381376037,524288 --field-trial-handle=1968,i,8642313891881064630,15994192148552408508,262144 --variations-seed-version=20250428-180433.633000 --mojo-platform-channel-handle=2208 /prefetch:11","System.Diagnostics.Process (chrome)","Google LLC","16.09375","135.0.7049.115","135.0.7049.115","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7492","8",,"False","4/29/2025 9:11:56 AM",,"7940",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","35832","35832","48013312","48013312","755248","755248","62922752","62922752","96759808","96759808","2307218558976","821121024","True","Normal","48013312","48013312","1048575","3",,"System.Diagnostics.ProcessThreadCollection","438","2307118829568","721391616","False",,,,"78610432","78610432",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:05.2500000","00:00:16.0937500","00:00:10.8437500","chrome","0","","True",,
"chrome","3","264","3764241436672","48480256","24498176","24192","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --extension-process --enable-dinosaur-easter-egg-alt-images --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=722 --time-ticks-at-unix-epoch=-1745695629136688 --launch-time-ticks=247589914143 --metrics-shmem-handle=15148,i,9141756156707950449,6661798224271484519,2097152 --field-trial-handle=1968,i,8642313891881064630,15994192148552408508,262144 --variations-seed-version=20250428-180433.633000 --mojo-platform-channel-handle=10316 /prefetch:9","System.Diagnostics.Process (chrome)","Google LLC","0","135.0.7049.115","135.0.7049.115","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5628","4",,"False","4/29/2025 12:13:39 PM",,"9496",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","24192","24192","24498176","24498176","716368","716368","25419776","25419776","49364992","49364992","3764249825280","1858473984","True","Idle","24498176","24498176","1048575","3",,"System.Diagnostics.ProcessThreadCollection","264","3764241436672","1850085376","False",,,,"48480256","48480256",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:00","00:00:00","00:00:00","chrome","0","","True",,
"chrome","3","253","3764221378560","40579072","19369984","23176",,,,,,,,,,"Process",,,"4",,"True",,,"9692",".",,,,"23176","23176","19369984","19369984","722248","722248","20656128","20656128","41164800","41164800","3764221378560","1830027264",,,"19369984","19369984",,"3",,"System.Diagnostics.ProcessThreadCollection","253","3764221378560","1830027264","False",,,,"40579072","40579072",,,,,,"chrome","0","","True",,
"chrome","3","247","2272285827072","9269248","6914048","11144","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=crashpad-handler ""--user-data-dir=C:\Users\nhuyn\AppData\Local\Google\Chrome\User Data"" /prefetch:4 --monitor-self-annotation=ptype=crashpad-handler ""--database=C:\Users\nhuyn\AppData\Local\Google\Chrome\User Data\Crashpad"" ""--metrics-dir=C:\Users\nhuyn\AppData\Local\Google\Chrome\User Data"" --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=plat=Win64 --annotation=prod=Chrome --annotation=ver=135.0.7049.115 --initial-client-data=0x178,0x17c,0x180,0x148,0x184,0x7ffc63ac0ca8,0x7ffc63ac0cb4,0x7ffc63ac0cc0","System.Diagnostics.Process (chrome)","Google LLC","0.015625","135.0.7049.115","135.0.7049.115","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","9088","8",,"False","4/29/2025 9:11:56 AM",,"12632",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","11144","11144","6914048","6914048","167416","167416","7049216","7049216","9687040","9687040","2272336158720","298459136","True","Normal","6914048","6914048","1048575","3",,"System.Diagnostics.ProcessThreadCollection","247","2272285827072","248127488","False",,,,"9269248","9269248",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:00.0156250","00:00:00.0156250","00:00:00","chrome","0","","True",,
"chrome","3","274","3762481152000","54771712","20267008","22376","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --enable-dinosaur-easter-egg-alt-images --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=725 --time-ticks-at-unix-epoch=-1745695629136688 --launch-time-ticks=247624767712 --metrics-shmem-handle=19020,i,8502162052126549754,13522475819711389282,2097152 --field-trial-handle=1968,i,8642313891881064630,15994192148552408508,262144 --variations-seed-version=20250428-180433.633000 --mojo-platform-channel-handle=8208 /prefetch:1","System.Diagnostics.Process (chrome)","Google LLC","0.03125","135.0.7049.115","135.0.7049.115","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5796","4",,"False","4/29/2025 12:14:13 PM",,"13320",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","22376","22376","20267008","20267008","727144","727144","22392832","22392832","55554048","55554048","3762485477376","94126080","True","Idle","20267008","20267008","1048575","3",,"System.Diagnostics.ProcessThreadCollection","274","3762481152000","89800704","False",,,,"54771712","54771712",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:00","00:00:00.0312500","00:00:00.0312500","chrome","0","","True",,
"chrome","3","314","3764497944576","125968384","130039808","28816","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --enable-dinosaur-easter-egg-alt-images --no-pre-read-main-dll --pdf-renderer --video-capture-use-gpu-memory-buffer --lang=en-US --js-flags=--jitless --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=168 --time-ticks-at-unix-epoch=-1745695629136688 --launch-time-ticks=237932193961 --metrics-shmem-handle=7392,i,2504495584525653307,3239360580998796247,2097152 --field-trial-handle=1968,i,8642313891881064630,15994192148552408508,262144 --variations-seed-version=20250428-180433.633000 --mojo-platform-channel-handle=4816 /prefetch:1","System.Diagnostics.Process (chrome)","Google LLC","28.703125","135.0.7049.115","135.0.7049.115","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4776","4",,"False","4/29/2025 9:32:41 AM",,"13436",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","28816","28816","130039808","130039808","686432","686432","149590016","149590016","194453504","194453504","3764554637312","-2131681280","True","Idle","130039808","130039808","1048575","3",,"System.Diagnostics.ProcessThreadCollection","314","3764497944576","2106593280","False",,,,"125968384","125968384",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:13.3906250","00:00:28.7031250","00:00:15.3125000","chrome","0","","True",,
"chrome","3","308","3762541060096","74702848","37142528","24752","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --enable-dinosaur-easter-egg-alt-images --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=165 --time-ticks-at-unix-epoch=-1745695629136688 --launch-time-ticks=237925071973 --metrics-shmem-handle=10000,i,10336152770724766019,13294786996710815335,2097152 --field-trial-handle=1968,i,8642313891881064630,15994192148552408508,262144 --variations-seed-version=20250428-180433.633000 --mojo-platform-channel-handle=5948 /prefetch:1","System.Diagnostics.Process (chrome)","Google LLC","1.515625","135.0.7049.115","135.0.7049.115","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5332","4",,"False","4/29/2025 9:32:34 AM",,"15668",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","24752","24752","37142528","37142528","690328","690328","41373696","41373696","80793600","80793600","3762549452800","158101504","True","Idle","37142528","37142528","1048575","3",,"System.Diagnostics.ProcessThreadCollection","308","3762541060096","149708800","False",,,,"74702848","74702848",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:00.1093750","00:00:01.5156250","00:00:01.4062500","chrome","0","","True",,
